Lp.;Nazwa Muzeum;Kod pocztowy;Miejscowość;Gmina;Powiat;Województwo;ul./Aleja/Plac/;Ulica;Numer domu;Numer lokalu;Kod pocztowy (adres pocztowy jeśli nie występuje w komórkach C1-G1);Miejscość (adres dodatkowy );ul./Aleja/Plac (adres dodatkowy);Ulica i numer domu (adres dodatkowy);Numer domu (adres dodatkowy;Numer lokalu (adres dodatkowy);Nazwa Organizatora/ Założyciela;Nazwa Organizatora I/ Założyciela;Nazwa Organizatora II/ Założyciela;Nazwa Organizatora III/ Założyciela;Data wpisu do Państwowego Rejestru Muzeów (dotyczy Muzeum wpisanego do Państwowego Rejestru Muzeów);Status muzeum;Data wykreślenia z rejestru;zakończenie procesu organizacji
839;Muzeum Przemysłu i Techniki w Wałbrzychu ;58-304;Wałbrzych;Wałbrzych;wałbrzyski;DOLNOŚLĄSKIE;ul.;Piotra Wysockiego;29;;;;;;;;Samorządowa instytucja kultury pn. Park Wielokulturowy – Stara Kopalnia w Wałbrzychu, dla której organizatorem jest Gmina Wałbrzych;;;;;Utworzone przez osoby prawne;;
840;Muzeum Przemysłu Skórzanego w Wielopolu Skrzyńskim (w organizacji);39-110;Wielopole Skrzyńskie;Wielopole Skrzyńskie;ropczycko-sędziszowski;PODKARPACKIE;;Wielopole Skrzyńskie;642;;;;;;;;"Zakład Produkcji Obuwia ""ASKO"" Spółka z ograniczoną odpowiedzialnością";;;;;Utworzone przez osoby prawne;;
841;Muzeum Przemysłu Zapałczanego w Częstochowie;42-200;Częstochowa;Nowa Wieś;częstochowski;ŚLĄSKIE;ul.;Ogrodowa;68;;;;;;;;Spółka Akcyjna Częstochowskie Zakłady Przemysłu Zapałczanego ;;;;;Utworzone przez osoby prawne;;
842;Muzeum Przyrodniczo-Etnograficzne w Polednie (w organizacji);86-122;Bukowiec;Bukowiec;świecki;KUJAWSKO-POMORSKIE;;Poledno;2;;;;;;;;Pałac Poledno sp. z o.o.;;;;;Utworzone przez osoby prawne;;
843;Muzeum Ratownictwa w Krakowie ;30-363;Kraków;Kraków (Kraków-Podgórze);m. Kraków;MAŁOPOLSKIE;ul.;Rzemieślnicza;10;;;;;;;;Stowarzyszenie Ochotnicza Straż Pożarna ,,Muzeum Ratownictwa” w Krakowie ;;;;;Utworzone przez osoby prawne;;
844;Muzeum Regionalne im. Seweryna Udzieli w Starym Sączu;33-340;Stary Sącz;Stary Sącz;nowosądecki;MAŁOPOLSKIE;ul.;Rynek;6;;;;;;;;Towarzystwo Miłośników Starego Sącza ;;;;;Utworzone przez osoby prawne;;
845;Muzeum Regionalne PTTK im. Antoniego Minkiewicza w Olkuszu;32-300;Olkusz;Olkusz;olkuski;MAŁOPOLSKIE;ul.;Rynek;20;;;;;;;;Polskie Towarzystwo Turystyczno-Krajoznawcze im. Aleksandra Janowskiego Oddział w Olkuszu ;;;;;Utworzone przez osoby prawne;;
846;Muzeum Regionalne PTTK im. Ignacego Łukasiewicza w Gorlicach;38-300;Gorlice;Gorlice;gorlicki;MAŁOPOLSKIE;ul.;;;;;;;;;;Gorlicki Oddział Polskiego Towarzystwa Turystyczno-Krajoznawczego;;;;;Utworzone przez osoby prawne;;
847;Muzeum Regionalne PTTK im. Izabeli Ks. Czartoryskiej w Puławach ;24-100;Puławy;Góra Puławska;puławski;LUBELSKIE;ul.;Czartoryskich;6a;;;;;;;;Oddział Polskiego Towarzystwa Turystyczno – Krajoznawczego w Puławach ;;;;;Utworzone przez osoby prawne;21.09.2021 sprawa nr DDK-WM.603.59.2021;
848;Muzeum Regionalne PTTK im. Władysława Kowalskiego w Dobczycach;32-410;Dobczyce;Dobczyce;myślenicki;MAŁOPOLSKIE;ul.;Podgórska;1;;;;;;;;Oddział Polskiego Towarzystwa Turystyczno – Krajoznawczego w Dobczycach ;;;;;Utworzone przez osoby prawne;;
849;Muzeum Regionalne PTTK w Końskich;26-200;Końskie;Nieświń;konecki;ŚWIĘTOKRZYSKIE;ul.;Partyzantów;1;;;;;;;;Zarząd Oddziału Polskiego Towarzystwa Turystyczno - Krajoznawczego w Końskich;;;;;Utworzone przez osoby prawne;;
850;Muzeum Regionalne w Brzesku (w organizacji);32-800;Brzesko;Brzesko;brzeski;MAŁOPOLSKIE;ul.;Kościuszki;2;;;;;;;;wewnętrzna jednostka organizacyjna Miejskiego Ośrodka Kultury w Brzesku ;;;;;Utworzone przez osoby prawne;;
851;Muzeum Regionalne w Dobrodzieniu ;46-380;Dobrodzień;Dobrodzień;Olesno;OPOLSKIE;Plac;Wolności;24;;;;;;;;wewnętrzna jednostka organizacyjna Dobrodzieńskiego Ośrodka Kultury i Sportu z siedzibą w Dobrodzieniu, dla którego Organizatorem jest Gmina Dobrodzień;;;;;Utworzone przez osoby prawne;;
852;Muzeum Regionalne w Goczałkowicach-Zdroju (w organizacji);43-230;Goczałkowice-Zdrój;Goczałkowice-Zdrój;pszczyński;ŚLĄSKIE;ul.;Główna;46A;;;;;;;;Stowarzyszenie Przyjaciół Goczałkowic-Zdroju;;;;;Utworzone przez osoby prawne;;
853;Muzeum Regionalne w Handzlówce;37-123;Handzlówka;Handzlówka;łańcucki;PODKARPACKIE;ul.;Handzlówka;107;;;;;;;;Stowarzyszenie Promocji i Rozwoju Wsi Handzlówka ;;;;;Utworzone przez osoby prawne;;
854;Muzeum Regionalne w Krokowej;84-100;Krokowa;Swarzewo;pucki;POMORSKIE;ul.;Zamkowa;1;;;;;;;;Fundacja Europejskie Spotkania Kaszubskie Centrum Kultury Krokowa;;;;;Utworzone przez osoby prawne;;
855;Muzeum Regionalne w Pilźnie;39-220;Pilzno;Pilzno;dębicki;PODKARPACKIE;ul.;Petrycego;8;;;;;;;;Dom Kultury w Pilźnie ;;;;;Utworzone przez osoby prawne;;
856;Muzeum Regionalne w Suszu (w organizacji);14-240;Susz;Susz;iławski;WARMIŃSKO-MAZURSKIE;ul.;M. Kopernika;15;;;;;;;;"Stowarzyszenie Historyczno-Badawcze ""Galea""";;;;;Utworzone przez osoby prawne;;
857;Muzeum Rodziny Dohnów w Gładyszach (w organizacji);00-895;Warszawa;Warszawa;m.st. Warszawa ;MAZOWIECKIE;ul.;Biała;4;;;;;;;;Fundacja Odbudowy Zabytków Warmii;;;;;Utworzone przez osoby prawne;;
858;Muzeum Romanowscy w organizacji z siedzibą w Poznaniu ;61-407;Poznań;Poznań (Poznań-Wilda);m. Poznań;WIELKOPOLSKIE;ul.;Franciszka Witaszka;4;;;;;;;;Fundacja Romanowscy ;;;;;Utworzone przez osoby prawne;;
859;Muzeum Sali BHP Stoczni Gdańskiej (w organizacji);80-864;Gdańsk;Gdańsk;m. Gdańsk;POMORSKIE;ul.;Ks. Jerzego Popiełuszki;6;;;;;;;;Fundacja Promocji Solidarności z siedzibą w Gdańsku;;;;;Utworzone przez osoby prawne;;
860;Muzeum Spraw Wojskowych w Krakowie ;30-698;Kraków;Kraków (Kraków-Podgórze);m. Kraków;MAŁOPOLSKIE;ul.;Sawiczewskich;46;;;;;;;;Fundacja ,,Gloria Fortibus”;;;;;Utworzone przez osoby prawne;;
861;Muzeum Sprzętu Militarnego w Strzegomiu (w organizacji);58-150;Strzegom;Strzegom;świdnicki;DOLNOŚLĄSKIE;ul. ;Tadeusza Kościuszki;2;113;;;;;;;Grupa Rekonstrukcji Historycznej Muzeum Sprzętu Militarnego Strzegom;;;;;Utworzone przez osoby prawne;;
862;Muzeum Sue Ryder ;00-588;Warszawa (Rogatka Mokotowska);Warszawa (Śródmieście);m. st. Warszawa;MAZOWIECKIE;Plac;Uni Lubelskiej;3;;;;;;;;Fundacja Sue Ryder ;;;;;Utworzone przez osoby prawne;;
863;Muzeum Sztuki Drukarskiej i Papiernictwa im. Fiola i Fiodorowa w Supraślu (w organizacji);16-030;Supraśl;Supraśl;białostocki;PODLASKIE;ul.;Klasztorna;1;;;;;;;;Muzeum Sztuki Drukarskiej i Papiernictwa im. Fiola i Fiodorowa sp. z o.o.;;;;;Utworzone przez osoby prawne;;
864;Muzeum Sztuki Jana Wałacha;43-470;Istebna;Istebna;cieszyński;ŚLĄSKIE;;;;;;;;;;;Muzeum i Stowarzyszenie im. Artysty Jana Wałacha w Istebnej;;;;;Utworzone przez osoby prawne;;
865;Muzeum Sztuki Książki;75-120;Koszalin;Koszalin;m. Koszalin;ZACHODNIOPOMORSKIE;ul.;Szczecińska;1;;;;;;;;wewnętrzna jednostka organizacyjna Wydawnictwa Artystycznego Kurtiak i Ley;;;;;Utworzone przez osoby prawne;;
866;Muzeum Sztuki Reduktywnej;59-850;Świeradów Zdrój;Świeradów-Zdrój;lubański;DOLNOŚLĄSKIE;ul.;Piłsudskiego;29;;;;;;;;Fundacja Gerarda na Rzecz Sztuki Współczesnej;;;;;Utworzone przez osoby prawne;;
867;Muzeum Śląskiej Bitwy o Paliwo Blechhammer 1944 w Kędzierzynie-Koźlu (w organizacji);47-225;Kędzierzyn-Koźle;Kędzierzyn-Koźle;kędzierzyńsko-kozielski ;OPOLSKIE;ul.;Wyzwolenia;7;;;;;;;;Stowarzyszenie Blechhammer-1944;;;;;Utworzone przez osoby prawne;;
868;Muzeum Tadeusza Kantora w Krakowie ;30-527;Kraków;Kraków;Kraków;MAŁOPOLSKIE;ul.;Nadwiślańska;44231;;;;;;;;Ośrodek Dokumnetacji Sztuki Tadeusza Kantora CRICOTEKA;;;;;Utworzone przez osoby prawne;;
869;Muzeum Techniki i Sztuki Wojennej (w organizacji);87-400;Golub-Dobrzyń Ostrowite;Golub-Dobrzyń;golubsko-dobrzyński;KUJAWSKO-POMORSKIE;;;;;;;;;;;Stowarzyszenie na Rzecz Rekonstrukcji Chorągwi Kujawskiej;;;;;Utworzone przez osoby prawne;;
870;Muzeum Techniki i Uzbrojenia Stowarzyszenia Strzelecko Kolekcjonerskiego Olimp w Olimpinie (w organizacji);86-061;Olimpin;Brzoza;bydgoski;KUJAWSKO-POMORSKIE;ul.;Łąkowa;11;;;;;;;;Stowarzyszenie Strzelecko - Kolekcjonerskie Olimp ;;;;;Utworzone przez osoby prawne;;
871;Muzeum Techniki i Uzbrojenia Wojskowego w Kaliszu przy Stowarzyszeniu Strzeleckim ,,Bellona” (w organizacji);62-800;Kalisz;Kalisz;m. Kalisz;WIELKOPOLSKIE;ul.;Konopnickiej;2-;4;;;;;;;Stowarzyszenie Strzeleckie ,,Bellona”;;;;;Utworzone przez osoby prawne;;
872;Muzeum Techniki Militarnej i Historii Pomorza w Kłaninie (w organizacji);84-107;Kłanino;Kłanino;pucki;POMORSKIE;;Kłanino;2;;;;;;;;"Fundacja ""EXERCITUS""";;;;;Utworzone przez osoby prawne;;
873;Muzeum Techniki Militarnej Riese;57-450;Ludwikowice;Ludwikowice Kłodzkie;kłodzki;DOLNOŚLĄSKIE;ul.;Fabryczna;37d;;;;;;;;Stowarzyszenie Riese;;;;;Utworzone przez osoby prawne;;
874;Muzeum Techniki Militarnej w Warszawie (w organizacji);02-484;Warszawa;Warszawa (Włochy);m. st. Warszawa;MAZOWIECKIE;ul.;Na Krańcu;107;;;;;;;;Fundacja Ochrony Zabytków Techniki Wojskowej ;;;;;Utworzone przez osoby prawne;;
875;Muzeum Techniki Rolniczej w Bierkowie (w organizacji);76-206;Bierkowo;Słupsk;m. Słupsk;POMORSKIE;ul.;Grodzka;168;;;;;;;;Fundacja Techniki Rolniczej;;;;;Utworzone przez osoby prawne;;
876;Muzeum Techniki Wojskowej w Szczecinie ;71-806;Szczecin;Szczecin;Szczecin;ZACHODNIOPOMORSKIE;ul.;Strzelców Karpackich;15;;;;;;;;"Fundacja Edukacji Strzeleckiej i Historycznej ""Semper Parati""";;;;;Utworzone przez osoby prawne;;
877;Muzeum Techniki Wojskowej ,,GRYF”;84-242;Dąbrówka;Luzino;wejherowski;POMORSKIE;ul.;ppłk. Ryszarda Lubowiedzkiego;2;;;;;;;;Fundacja Historyczna ,,Gryf”;;;;;Utworzone przez osoby prawne;;
878;Muzeum Techniki Wojskowej i Tradycji Jednostki Strzeleckiej 4008 Łódź;91-735;Łódź;Łódź (Łódź-Bałuty);m. Łódź;ŁÓDZKIE;ul.;Źródłowa;52;;;;;;;;Stowarzyszenie Jednostka Strzelecka 4008 Łódź;;;;;Utworzone przez osoby prawne;;
879;Muzeum Techniki Wojskowej przy Stowarzyszeniu Miłośników Sprzętu Pancernego „SKOT” w Środzie Wielkopolskiej ;63-000;Środa Wielkopolska;Dominowo;średzki;WIELKOPOLSKIE;ul.;Marcinkowskiego;17;;;;;;;;Stowarzyszenie Miłośników Sprzętu Pancernego „SKOT” w Środzie Wielkopolskiej ;;;;;Utworzone przez osoby prawne;;
880;Muzeum Tercetu Egzotycznego w Lubiniu (w organizacji);64-010;Krzywiń;Jerka;kościański;WIELKOPOLSKIE;ul.;Mickiewicza;3;;;;;;;;Stowarzyszenie Oliwskie Słoneczko z siedzibą w Lubiniu;;;;;Utworzone przez osoby prawne;;
881;Muzeum Tradycji i Techniki w organizacji ;86-260;Unisław ;Unisław ;chełmiński;KUJAWSKO-POMORSKIE;ul. ;Ogrodowa ;6;;;;;;;;"Stowarzyszenie ,,Towarzystwo Sportowo- Kolekcjonerskie"" z siedzibą w miejscowości Unisław ";;;;;Utworzone przez osoby prawne ;;
882;Muzeum Tradycji Kolejowej w Węgorzewie ;11-600;Węgorzewo;Węgorzewo;węgorzewski;WARMIŃSKO-MAZURSKIE;ul.;Jaracza;4;;;;;;;;Fundacja ,,Dziedzictwo Nasze”;;;;;Utworzone przez osoby prawne;;
883;Muzeum Tradycji Rybactwa Stawów Milickich i Doliny Baryczy (w organizacji);56-300;Milicz;Cieszków;milicki;DOLNOŚLĄSKIE;;Ruda Sułowska;20;;;;;;;;Spółka Akcyjna Stawy Milickie z siedzibą w Rudzie Sułowskiej ;;;;;Utworzone przez osoby prawne;;
884;Muzeum Transportu Kolejowego Bocznicy Pastuchów (w organizacji);58-140;Jaworzyna Śląska;Jaworzyna Śląska;świdnicki ;DOLNOŚLĄSKIE;ul. ;Kościelna;4;2;;;;;;;Stowarzyszenie Miłośników Kolei w Jaworzynie Śląskiej ;;;;;Utworzone przez osoby prawne ;;
885;Muzeum Twierdzy Modlin w Nowym Dworze Mazowieckim;05-160;Nowy Dwór Mazowiecki;Nowy Dwór Mazowiecki (Modlin-Twierdza);nowodworski;MAZOWIECKIE;ul.;Bema;200C;;;;;;;;Fundacja Nasza Historia ;;;;;Utworzone przez osoby prawne;;sprawa DDK-WM.603.16.2021
886;Muzeum Twierdzy Przemyśl (w organizacji);37-700;Przemyśl;Przemyśl;m. Przemyśl;PODKARPACKIE;ul.;Katedralna;6;;;;;;;;Stowarzyszenie 3 Historycznego Galicyjskiego Pułku Artylerii Fortecznej im. Księcia Kinsky’ego z siedzibą w Przemyślu;;;;;Utworzone przez osoby prawne;;
887;Muzeum Uniwersytetu Jagiellońskiego;31-010;Kraków;Kraków (Kraków-Śródmieście);m. Kraków;MAŁOPOLSKIE;ul.;Jagiellońska;15;;;;;;;;Uniwersytet Jagielloński;;;;2011-07-15;Utworzone przez osoby prawne;;
888;Muzeum Uzbrojenia w Stanisławowie (w organizacji);59-424;Stanisławów nr 41;Jawor;jaworski;DOLNOŚLĄSKIE;;"Baza Lotnicza ,,Baryt""";;;;;;;;;Jednostka Poszukiwawczo-Ratownicza w Złotoryi;;;;;Utworzone przez osoby prawne;;
889;Muzeum Wału Pomorskiego i Militarnej Historii Pomorza w Szczecinku ;78-400;Szczecinek;Żółtnica;szczecinecki;ZACHODNIOPOMORSKIE;ul.;Kościuszki;93;;;;;;;;Ogólnopolskie Stowarzyszenie Turystyczno Historyczne Jazda 4x4;;;;;Utworzone przez osoby prawne;;
890;Muzeum Wału Pomorskiego w Wałczu (w organizacji) ;78-600;Wałcz;Mirosławiec;wałecki;ZACHODNIOPOMORSKIE;ul.;Wojska Polskiego;99;19;;;;;;;Stowarzyszenie Grup Warownych Pojezierza Wałeckiego ;;;;;Utworzone przez osoby prawne;;
891;Muzeum Witrażu;31-111;Kraków;Kraków (Kraków-Śródmieście);m. Kraków;MAŁOPOLSKIE;Aleja;Krasińskiego;23;;;;;;;;Krakowski zakład Witrażów S.G. Żeleński Sp. z o.o.;;;;;Utworzone przez osoby prawne;;
892;Muzeum Wydziału Nauk o Ziemi Uniwersytetu Śląskiego w Katowicach;41-200;Sosnowiec;Sosnowiec;m. Sosnowiec;ŚLĄSKIE;ul.;Będzińska;60;;;;;;;;Uniwersytet Śląski w Katowicach ;;;;;Utworzone przez osoby prawne;;
893;Muzeum „Zamek Roztoka” w Roztoce (w organizacji) ;58-173;Roztoka;Dobromierz;świdnicki;DOLNOŚLĄSKIE;ul.;Zamkowa;3;;;;;;;;Fundacja Zamek Roztoka-Ocalic od Zapomnienia;;;;;Utworzone przez osoby prawne;;
894;Muzeum Zamek w Rydzynie (w organizacji);64-130;Rydzyna;Rydzyna;leszczyński;WIELKOPOLSKIE;pl.;Zamkowy;1;;;;;;;;Stowarzyszenie Inżynierów i Techników Mechaników Polskich z siedzibą w Warszawie ;;;;;Utworzone przez osoby prawne;;
895;Muzeum-Zamek w Baranowie Sandomierskim;39-450;Baranów Sandomierski;Baranów Sandomierski;tarnobrzeski;PODKARPACKIE;ul.;Zamkowa;20;;;;;;;;Agencja Rozwoju Przemysłu S.A. w Warszawie;;;;;Utworzone przez osoby prawne;;
896;Muzeum Zamku w Chudowie;44-177;Paniówki;Gierałtowice;gliwicki;ŚLĄSKIE;ul.;Podzamcze;6 (Chudów);;;;;;;;Fundacja ,,Zamek Chudów”;;;;;Utworzone przez osoby prawne;;
897;Muzeum Zespołu Budownictwa Drewnianego im. Józefa Żaka w Zawoi - Markowe Rówienki;34-222;Markowe Rówienki;Zawoja;suski;MAŁOPOLSKIE;;Zawoja;76;;;;;;;;"Oddział Polskiego Towarzystawa Turystyczno-Krajoznawczego ""Ziemia Babiogórska"" im. Prof.. Dr. Walerego Goetla w Suchej Beskidzkiej";;;;;Utworzone przez osoby prawne;;
898;Muzeum-Zespół Zamkowy w Niedzicy;34-441;Niedzica;Niedzica;nowotarski;MAŁOPOLSKIE;ul.;Niedzica-Zamek;1;;;;;;;;Stowarzyszenie Historyków Sztuki;;;;;Utworzone przez osoby prawne;;
899;Muzeum Ziemi Braniewskiej;15-500;Braniewo;Braniewo;braniewski;WARMIŃSKO-MAZURSKIE;ul.;Gdańska;19;;;;;;;;Towarzysto Miłośników Braniewa;;;;;Utworzone przez osoby prawne;;
900;Muzeum Ziemi Pomorskiej w Siemczynie (w organizacji) ;78-551;Siemczyno;Czaplinek;drawski;ZACHODNIOPOMORSKIE;;Siemczyno;82;;;;;;;;Henrykowskie Stowarzyszenie w Siemczynie;;;;;Utworzone przez osoby prawne;;
901;Muzeum Ziemi Reskiej w Resku (w organizacji) ;72-315;Resko;Resko;łobeski;ZACHODNIOPOMORSKIE;ul.;Wojska Polskiego;16;;;;;;;;Centrum Kultury w Resku;;;;;Utworzone przez osoby prawne;;
902;Muzeum Ziem Nadbużańskich – Zespół Pałacowy Ossolińskich Sterdyń (w organizacji);08-320;Sterdyń;Sterdyń;sokołowski;MAZOWIECKIE;ul.;Kościelna;43;;;;;;;;Fundacja Patriotyzm i Niepodległość Naszych Ziem ;;;;;Utworzone przez osoby prawne;;
903;Muzeum Żołnierzy Wyklętych i Więźniów Politycznych PRL;02-521;Warszawa;Warszawa (Mokotów);m. st. Warszawa;MAZOWIECKIE;ul.;Rakowiecka;37a;;;;;;;;Muzeum działa w strukturze organizacyjnej Centralnego Zarządu Służby Więziennej ;;;;;Utworzone przez osoby prawne;;
904;Muzeum Żywej Historii (w organizacji);72-010;Police;Police;policki;ZACHODNIOPOMORSKIE;ul.;Usługowa;1a;;;;;;;;"Stowarzyszenie Historyczne ""549""";;;;;Utworzone przez osoby prawne;;
905;Ośrodek Dokumentacji i Historii Ziemi Żmigrodzkiej - Muzeum im. Leona Karcińskiego w Nowym Żmigrodzie (w organizacji);38-230;Nowy Żmigród;Nowy Żmigród;jasielski;PODKARPACKIE;ul.;Dukielska;1;;;;;;;;Towarzystwo Miłośników Nowego Żmigrodu;;;;;Utworzone przez osoby prawne;;
906;Pałuckie Muzeum Techniki Wojskowej i Uzbrojenia w Kowalewku;89-240;Kcynia Kowalewko;Kcynia;nakielski;KUJAWSKO-POMORSKIE;;;28;;;;;;;;Jednostka Ratownictwa Medycznego w Kowalewku ;;;;;Utworzone przez osoby prawne;;
907;Pilskie Muzeum Wojskowe (w organizacji);64-920;Piła;Piła;pilski;WIELKOPOLSKIE;ul.;Chojnicka;1;6;;;;;;;Pilskie Stowarzyszenie Historyczno-Militarne;;;;;Utworzone przez osoby prawne;;
908;Podkarpackie Muzeum Konia imieniem BASK (w organizacji);37-122;Albigowa ;Łańcut ;łańcucki;PODKARPACKIE;;;300;;;;;;;;Fundacja BASK;;;;;Utworzone przez osoby prawne ;;
909;Podlaskie Muzeum Militariów w Białymstoku (w organizacji);15-740;Białystok;Białystok;m. Białystok;PODLASKIE;ul.;Antoniukowska;11;;;;;;;;"Stowarzyszenie Pasjonatów Historii Ziemi Podlaskiej oraz Kolekcjonerów Militariów ""Grupa Wschód""";;;;;Utworzone przez osoby prawne;;
910;Żywe Muzeum Piernika;87-100;Toruń;Toruń;Toruń;KUJAWSKO-POMORSKIE;ul.;Rabiańska;9;;;;;;;;"TO-TUR Toruńska Turystyka Elżbieta Olszewska; DOM LEGEND";;;;;Utworzone przez osoby prawne;;
911;Muzeum Obywatela XX wieku w Elblągu (w organizacji);82-300;Elbląg;Elbląg;elbląski;WARMIŃSKO-MAZURSKIE;ul.;Giermków;28;15;;;;;;;Piotr Kukliński;;;;;Utworzone przez osoby fizyczne;;
912;Muzeum Motoryzacji PRL w Łomnicy (w organizacji);58-340;Łomnica;Głuszyca;wałbrzyski;DOLNOŚLĄSKIE;ul.;Sudecka;9;;;;;;;;Łukasz Pawlik;;;;;Utworzone przez osoby fizyczne;;
913;Muzeum Motoryzacji I Techniki w Krakowie (w organizacji);31-271;Kraków;Kraków;m. Kraków;MAŁOPOLSKIE;ul.;Krowoderskich Zuchów;26;75;;;;;;;Olgierd Ziębliński;;;;;Utworzone przez osoby fizyczne;;
914;Muzeum Politechniki Łódzkiej w Łodzi;90-924;Łódź;Łódź;m. Łódź;ŁÓDZKIE;ul.;Żeromskiego;116;A19;;;;;;;Politechnika Łódzka;;;;;Utworzone przez osoby prawne;;
915;Muzeum Motoryzacji i Techniki Rolniczej w Pruszkowie (w organizacji) ;05-800;Pruszków;Pruszków;pruszkowski;MAZOWIECKIE;ul.;Duchnicka ;14;;;;;;;;Piotr Prędkiewicz;;;;;Utworzone przez osoby fizyczne;;
916;Muzeum Motoryzacji i Techniki Militarnej w Katowicach (w organizacji);41-500;Chorzów;Katowice;Katowice;ŚLĄSKIE;ul.;Dąbrowskiego;60;8;;;;;;;Grzegorz Murak;;;;;Utworzone przez osoby fizyczne;;
917;Muzeum Stalowa Historia w Rzeszowie (w organizacji) ;35-083;Rzeszów;Rzeszów;rzeszowski;PODKARPACKIE;ul.;Kresowa;31D;;;;;;;;Fundacja Stalowa Historia;;;;;Utworzone przez osoby prawne;;
918;Muzeum Techniki Militarnej w Tarnowskich Górach (w organizacji);42-603;Tarnowskie Góry;Tarnowskie Góry;Tarnowskie Góry;ŚLĄSKIE;ul.;Jaworowa;58;;;;;;;;Marek Pilarek;;;;;Utworzone przez osoby fizyczne;;
919;Muzeum Fabryki Norblina w Warszawie (w organizacji);00-841;Warszawa;Warszawa;warszawski;MAZOWIECKIE;ul.;Żelazna;51;53;;;;;;;ARTN Spółka sp. z o.o.z siedzibą w Warszawie;;;;;Utworzone przez osoby prawne;;
920;Muzeum – Miejsce Pamięci KL Plaszow w Krakowie. Niemiecki nazistowski obóz pracy i obóz koncentracyjny (1942 - 1945) (w organizacji);31-011;Kraków;Kraków;m. Kraków;MAŁOPOLSKIE;ul.;Rynek Główny;35;;;;;;;;Minister Kultury, Dziedzictwa Narodowego i Sportu;Gmina Miejska Kraków;;;;Współprowadzone wpisane do rejestru prowadzonego przez jednostkę samorządu terytorialnego;;
921;Muzeum Tradycji i Oręża Jednostki Strzeleckiej w Bełchatowie (w organizacji);97-400;Bełchatów;Gmina Miasto Bełchatów;bełchatowski;ŁÓDZKIE;ul.;dr. Włodzimierza Rodziewicza;10;;;;;;;;"Związek Strzelecki ""Strzelec"" Józefa Piłsudskiego Jednostka Strzelecka 1001 w Bełchatowie im. gen. dyw. Janusza Głuchowskiego";;;;;utworzone przez osoby prawne;;
922;Muzeum Motoryzacji i Elektroniki w Pruszkowie (w organizacji) ;05-800;Pruszków;Pruszków;pruszkowski;MAZOWIECKIE;ul.;Inżynierska;27;;;;;;;;Marek Gawryszewski;;;;;Utworzone przez osoby fizyczne;;
923;Muzeum Samochodów Sportowych w Warszawie (w organizacji);02-820;Warszawa;gmina m. Ursynów;m. st. Warszawa;MAZOWIECKIE;ul.;Gawota;13A;;;;;;;;Rafał Winiarski;;;;;Utworzone przez osoby fizyczne;;
924;Muzeum Fort Prusy w Nysie (w organizacji);48-300;Nysa;Nysa;nyski;OPOLSKIE;ul.;Obrońców Tobruku;1;;;;;;;;Stowarzyszenie Przyjaciół Młodzieży Harmonia w Chaosie;;;;;Utworzone przes osoby prawne;;
925;Muzeum Pojazdów i Przedmiotów Zabytkowych w Zabrzu (w organizacji);41-803;Zabrze;Zabrze;Zabrze;ŚLĄSKIE;ul.;B. Głowackiego ;5;1;;;;;;;Krzysztof Jentrzczok;;;;;Utworzone przez osoby fizyczne;;
926;Muzeum Wojska w Białymstoku;15-089;Białystok;Białystok;m.Białystok;PODLASKIE;ul.;Jana Kilińskiego;7;;;;;;;;Miasto Białystok ;;;;2016-07-26;Samorządowe;;
927;"Muzeum Skansenowskie ""Gottwaldówka"" w Kątach Bystrzyckich (w organizacji)";57-540;Lądek Zdrój;Lądek Zdrój;kłodzki;DOLNOŚLĄSKIE;;Kąty Bystrzyckie;23;;;;;;;;Renata Czaplińska;Karina Fuglińska;;;;Utworzone przez osoby fizyczne;;
928;Muzeum Ołowianych Żolnierzyków w Żerkowicach (w organizacji);59-600;Lwówek Śląski;Lwówek Śląski;lwówecki ;DOLNOŚLĄSKIE;;Żerkowice;30D;;;;;;;;Bogdan Rudawski;Patryk Rudawski;;;;Utworzone przez osoby fizyczne;;
929;Muzeum Regionalne w Wolsztynie;64-200;Wolsztyn;Wolsztyn;wolsztyński;WIELKOPOLSKIE;ul.;5 stycznia ;34;;;;;;;;Gmina Wolsztyn;;;;;Samorządowe;;
930;Muzeum Chata Kawuloka w Istebnej (w organizacji);43-470;Istebna;Istebna;cieszyński;ŚLĄSKIE;;Istebna;163;;;;;;;;Janusz Macoszek;;;;;Utworzone przez osoby fizyczne;;
931;"Muzeum Motoryzacji i Techniki ""Kiedyś to było"" w Solcu (w organizacji)";05-532 ;Baniocha;Góra Kalwaria;piaseczyński;MAZOWIECKIE;;Solec;127E;;;;;;;;Kamil Wilk;;;;;Utworzone przez osoby fizyczne;;
932;Muzeum Księdza Jerzego Popiełuszki w Warszawie;01-565;Warszawa;Warszawa- Żoliborz;warszawski;MAZOWIECKIE;ul.;Hozjusza;2;;;;;;;;Parafia Rzymskokatolicka Świętego Stanisława Kostki w Warszawie;;;;;Utworzone przez osoby prawne;;
933;"Muzeum Pól Bitewnych ""Przyczółek Serocki"" w Zalesiu Borowym (w organizacji)";05-140 ;Serock;Serock;legionowski;MAZOWIECKIE;;Zalesie Borowe;11a;;;;;;;;Sebastian Stępkowski;;;;;Utworzone przez osoby fizyczne;;
